399	258
257	86
450	461
359	166
148	215
451	21
343	330
530	565
68	17
130	97
188	338
498	473
509	454
438	159
506	56
63	193
467	47
175	451
220	394
130	88
369	199
224	557
71	112
359	514
246	115
325	342
419	293
467	126
273	378
261	289
327	579
109	203
509	180
456	268
504	553
312	516
269	541
17	462
58	22
191	126
512	352
308	288
357	76
224	79
542	341
481	102
305	208
106	494
512	221
183	373
361	342
238	199
587	594
49	76
20	551
88	270
501	42
356	85
303	260
510	200
446	171
278	74
35	41
136	375
560	301
256	378
5	429
190	452
151	253
501	67
568	86
5	461
282	534
360	543
268	575
250	206
127	15
297	377
331	564
228	97
274	170
264	143
270	50
413	272
14	560
448	55
403	393
466	167
65	247
149	435
538	275
230	181
260	518
550	519
323	596
434	97
65	5
211	71
361	489
96	254
363	136
583	444
409	291
570	393
120	274
22	533
531	467
255	71
402	436
224	304
119	157
230	138
537	229
116	224
265	79
65	395
410	272
485	501
598	544
427	214
203	211
440	169
252	51
90	467
340	228
371	303
133	531
429	584
534	140
231	260
452	215
166	322
575	581
199	144
173	237
320	339
428	534
558	539
121	64
81	482
286	315
532	442
295	219
457	344
573	223
433	393
588	205
305	319
215	315
248	263
435	180
181	339
529	70
77	31
245	340
362	530
348	469
351	347
58	439
591	85
145	201
414	457
30	381
464	127
173	86
165	368
316	579
166	442
549	119
353	41
438	573
247	255
498	13
359	464
2	45
116	556
238	159
105	513
149	83
173	333
461	505
298	517
236	557
87	533
317	255
229	413
494	389
454	147
93	424
473	27
27	320
498	504
289	309
367	557
71	163
438	405
116	193
185	299
455	566
588	343
3	128
77	422
106	330
49	525
16	25
160	249
40	116
207	501
597	262
491	353
494	218
341	140
540	177
569	78
48	122
72	429
373	407
390	82
357	399
54	398
320	230
537	86
295	381
525	224
310	15
66	345
143	130
152	277
515	526
204	130
308	429
145	346
559	223
116	243
157	297
448	284
160	193
319	86
58	536
154	84
48	188
575	121
30	545
338	261
445	332
183	123
247	300
243	10
75	389
226	350
316	146
186	131
324	54
95	333
445	15
288	270
280	208
351	69
551	306
206	423
172	62
181	421
205	49
464	306
271	189
548	23
207	151
186	517
336	330
36	287
22	584
309	81
281	368
141	520
461	273
402	32
598	457
82	460
209	570
365	29
310	474
303	274
266	125
187	529
368	561
59	431
519	118
244	386
111	480
358	408
165	154
497	275
287	73
27	356
257	426
198	376
141	545
95	91
216	471
16	408
337	503
248	363
238	581
272	307
319	475
86	47
243	202
126	236
33	393
372	432
183	333
303	78
542	485
55	86
311	537
319	408
286	15
582	357
540	193
223	139
460	526
200	475
91	107
167	560
506	238
200	174
295	511
300	68
23	324
292	183
481	303
235	61
316	70
145	475
592	102
412	243
146	69
368	478
97	483
423	434
349	20
420	416
175	269
385	93
483	160
97	234
43	557
336	10
453	319
270	271
205	209
506	122
5	379
555	565
184	133
186	278
374	6
571	99
113	409
275	373
519	405
203	219
528	408
34	27
111	207
521	222
46	581
503	521
82	549
109	244
133	53
212	505
442	161
74	499
267	321
460	545
374	57
301	581
214	315
325	5
134	346
349	509
488	109
118	166
588	79
441	127
532	383
225	271
252	529
389	196
175	536
97	148
300	270
460	285
383	121
13	251
540	316
462	270
151	447
435	124
591	476
556	242
393	592
93	411
168	545
46	106
