300	1
319	2
331	3
355	7
364	9
379	13
400	19
412	24
430	32
458	48
466	53
495	74
523	103
542	127
565	164
579	194
593	242
596	261
598	282
598	318
598	323
595	340
586	386
576	414
572	422
555	452
543	473
531	487
508	511
484	534
462	550
431	567
427	569
408	578
395	582
378	587
364	591
346	595
322	598
300	599
277	598
256	595
244	593
216	586
194	579
169	567
165	565
148	556
132	544
106	524
87	506
86	505
76	495
66	484
48	458
40	445
30	424
22	407
16	390
15	386
4	339
3	332
2	318
1	300
5	256
7	243
8	238
28	178
45	148
66	115
82	96
90	88
128	57
132	54
157	39
181	27
195	21
214	15
232	10
248	6
255	5
279	2
