304	599
395	584
306	599
367	8
39	153
167	32
387	587
473	55
452	558
332	598
342	597
594	241
455	44
155	562
404	19
70	108
313	1
475	57
496	73
364	7
113	66
9	372
152	40
274	2
101	524
503	80
556	456
372	591
156	563
48	462
453	42
301	1
98	79
250	595
567	436
531	109
244	594
154	38
495	527
79	502
103	74
211	586
4	252
466	51
597	258
31	168
305	1
145	44
575	419
547	470
81	95
242	6
459	46
383	12
322	1
20	407
415	23
211	14
106	72
586	390
91	515
203	17
396	584
112	67
227	590
324	599
156	37
140	553
290	599
44	144
574	178
422	26
328	2
85	91
354	5
399	17
197	581
73	104
211	14
85	91
99	522
7	364
386	13
237	7
399	583
68	110
495	527
63	483
207	585
499	524
424	573
110	532
181	575
533	488
248	5
549	467
442	564
249	5
73	104
474	56
35	160
429	30
489	68
309	599
127	545
242	6
520	97
282	599
239	7
363	7
560	151
522	99
116	536
326	598
236	593
230	9
228	9
41	149
105	527
500	77
149	41
565	160
335	597
119	539
144	44
510	86
119	61
122	541
119	539
409	579
102	525
445	562
550	465
237	593
305	599
158	564
117	537
58	477
351	5
473	55
451	559
396	584
282	1
313	1
428	29
71	493
221	589
59	478
404	19
92	516
582	402
369	9
58	477
35	160
589	380
221	11
29	172
503	520
147	558
225	10
98	79
581	195
108	70
501	522
171	570
540	480
580	193
464	551
256	4
189	578
493	529
325	2
202	17
115	64
215	587
8	232
442	36
508	516
262	3
398	583
350	5
103	526
576	417
584	204
124	542
20	193
395	584
192	21
165	567
518	94
195	19
561	153
115	536
491	531
209	585
426	28
2	266
394	16
324	599
44	144
450	41
475	57
444	563
31	432
363	7
338	3
241	594
440	565
7	236
101	76
328	2
246	595
163	34
25	419
302	599
24	417
429	570
224	590
378	589
112	533
31	168
285	1
511	87
98	521
466	549
373	590
247	595
525	498
139	553
223	11
568	434
224	10
498	525
117	537
250	5
62	482
221	589
401	582
87	511
186	577
193	20
536	485
426	572
235	592
193	580
377	589
472	55
233	8
588	384
367	8
233	8
373	10
227	590
298	599
327	598
164	33
111	532
250	595
445	562
444	563
135	550
276	1
488	533
13	387
520	503
241	594
145	44
442	564
578	412
166	568
481	539
365	8
1	324
206	16
300	600
341	3
321	599
465	50
534	113
203	583
41	451
425	28
560	449
7	236
216	588
447	561
323	599
136	551
523	500
274	2
595	354
289	599
364	593
87	89
164	567
76	499
588	216
409	579
208	585
11	220
377	589
146	43
119	61
129	546
504	81
512	512
486	535
116	64
28	174
249	595
216	12
438	566
588	216
534	487
551	464
159	564
185	23
323	1
451	41
252	596
52	468
581	195
585	207
403	19
308	1
74	103
21	190
60	120
62	482
468	52
527	104
425	572
226	590
86	90
514	90
150	559
236	7
364	593
96	81
281	1
177	573
471	546
198	582
354	5
85	509
38	154
494	72
228	591
339	597
278	1
487	66
273	2
356	6
251	595
31	168
530	108
238	593
404	581
553	139
597	342
462	552
210	586
255	596
52	468
262	3
496	73
176	27
268	598
15	393
412	22
346	596
418	575
119	61
572	174
129	546
183	24
164	567
34	162
381	12
133	549
255	596
112	533
472	545
488	67
194	20
444	37
509	515
206	16
234	8
117	537
210	14
374	10
324	599
371	591
70	108
380	11
139	553
530	108
283	599
155	562
304	1
119	539
52	468
353	595
48	462
585	393
464	551
142	555
250	5
89	513
189	578
132	548
54	129
137	49
485	64
376	590
126	56
432	569
523	500
247	5
391	15
189	578
486	535
298	1
89	87
559	149
317	599
298	599
571	428
539	119
298	599
347	4
559	451
365	8
103	526
173	571
283	1
564	158
18	198
462	552
261	3
402	18
420	574
296	1
350	5
314	1
269	2
249	5
440	565
352	5
210	586
173	29
408	579
404	19
71	107
382	588
547	470
366	8
357	594
484	64
36	158
59	122
252	596
85	91
556	456
454	43
369	9
21	190
448	40
327	598
385	13
278	1
599	324
463	49
100	523
257	596
137	551
329	598
74	497
195	581
312	1
83	507
225	590
161	35
274	2
154	562
532	490
99	78
292	599
185	23
61	119
556	456
512	88
154	38
499	524
255	596
80	503
538	118
404	581
547	470
528	106
193	20
348	596
