488	67
343	4
524	499
275	2
125	57
68	110
301	1
431	31
541	478
185	23
481	539
161	565
503	520
315	599
562	446
170	570
135	550
441	36
115	536
535	486
63	483
485	64
25	419
596	348
472	55
8	368
444	563
307	1
39	447
295	599
532	490
444	563
35	440
18	198
53	130
204	16
442	564
481	61
493	71
416	576
185	577
519	95
35	440
312	599
403	19
385	587
256	596
502	79
158	564
549	467
383	12
534	487
571	172
229	9
5	246
550	465
573	424
115	536
315	599
469	53
46	459
165	567
537	117
69	109
526	497
192	21
163	566
330	2
246	5
93	517
141	46
530	108
398	583
480	540
224	590
300	0
77	100
222	11
364	593
67	112
351	5
156	563
470	547
106	528
182	25
101	76
177	27
464	49
51	467
594	241
462	48
275	598
339	3
312	1
374	10
374	590
60	120
376	10
276	599
68	490
591	372
408	21
205	16
420	574
493	71
132	52
305	1
141	554
420	26
537	483
409	579
337	597
73	104
230	9
384	588
499	524
189	22
43	454
509	515
154	38
42	147
499	76
29	428
126	544
317	599
83	93
530	108
88	512
147	42
2	334
184	24
459	554
421	26
529	493
444	37
455	556
494	528
106	72
285	599
50	135
25	181
107	529
341	3
487	534
533	488
17	201
471	546
513	511
371	9
31	168
152	560
6	359
316	1
174	28
487	534
118	62
197	581
556	456
422	26
506	518
564	442
87	89
16	396
55	473
162	566
305	599
115	536
467	549
400	582
83	507
365	8
36	442
148	558
179	26
257	596
30	170
171	30
552	462
73	104
19	405
358	6
338	597
226	590
394	16
271	598
349	5
69	491
170	570
514	510
284	599
90	514
13	213
502	79
175	28
468	548
487	534
131	547
423	27
129	546
103	526
212	14
551	464
473	55
355	6
236	593
594	359
268	598
157	563
194	580
121	540
182	575
65	114
430	570
364	7
269	2
134	549
387	587
229	9
478	59
315	1
589	220
346	596
5	246
121	540
234	592
322	1
484	64
340	3
531	109
44	456
328	598
108	70
401	18
445	562
24	417
574	422
570	170
312	599
495	73
117	63
427	29
37	156
416	24
77	100
133	549
52	132
423	573
531	491
586	390
585	393
235	8
584	396
542	123
303	1
440	35
101	76
352	5
119	61
271	598
150	41
216	588
464	551
469	547
97	520
272	598
454	557
491	69
245	594
365	8
20	193
370	9
221	589
573	424
179	26
348	4
77	500
89	87
427	29
320	599
337	3
361	7
463	49
572	426
130	547
76	499
491	69
498	525
490	68
399	17
151	40
109	69
132	548
107	71
562	446
475	543
407	20
409	21
377	11
434	568
258	597
342	597
519	505
396	16
591	372
233	8
101	524
309	1
113	66
378	11
489	532
353	595
535	114
219	12
592	232
401	582
537	117
136	49
589	220
516	508
215	587
232	8
241	594
480	60
519	95
547	470
107	71
392	15
502	521
51	133
599	276
292	1
331	2
157	563
417	24
430	570
200	18
199	18
40	151
241	594
258	3
441	564
533	112
314	1
574	422
78	501
483	63
377	589
212	14
106	72
438	34
214	587
318	599
90	514
238	593
405	19
167	32
481	61
75	498
212	586
541	478
423	573
224	590
242	6
584	204
481	61
337	597
560	151
291	599
102	525
199	582
73	104
520	503
278	599
152	40
59	478
326	598
35	160
105	527
300	600
236	593
489	68
86	90
319	599
196	19
23	415
30	430
55	473
251	595
596	252
169	31
121	60
421	574
341	3
235	8
115	536
19	195
571	428
192	579
473	545
446	38
319	599
231	591
452	42
395	16
568	166
450	41
515	509
342	3
145	556
450	41
356	6
561	447
494	72
284	599
48	462
412	22
380	11
464	551
4	348
219	12
462	552
374	10
420	26
110	532
4	252
193	20
329	2
450	559
419	25
6	241
554	141
522	99
250	595
499	76
43	146
466	51
56	474
66	113
466	549
391	15
553	461
541	478
30	430
594	359
472	55
561	153
353	595
556	144
572	426
581	405
269	2
49	136
108	530
201	583
472	545
167	568
133	51
369	591
33	164
117	537
192	21
466	51
370	591
254	4
6	359
185	577
286	599
333	598
46	141
153	39
242	594
33	436
3	342
187	23
237	593
376	10
240	7
428	29
25	181
180	26
333	598
364	7
345	4
571	428
489	532
355	6
243	6
248	5
39	447
133	549
62	482
301	599
475	57
181	575
258	3
59	122
108	70
170	30
468	548
38	154
201	17
326	598
224	10
435	33
406	20
387	13
399	583
178	574
246	595
94	82
73	104
94	82
559	451
342	597
361	7
113	66
123	58
524	101
454	43
259	597
331	2
442	36
53	470
594	241
412	22
398	17
378	589
569	432
595	354
126	544
510	514
458	555
74	497
34	438
415	23
181	575
3	342
430	30
253	4
17	201
353	595
543	475
496	73
504	81
492	530
563	156
237	593
301	599
451	559
452	558
232	592
582	198
65	114
571	172
585	393
3	342
586	210
38	154
321	599
7	236
300	0
12	216
307	1
260	597
481	61
517	507
461	553
345	4
73	104
276	1
110	532
173	571
194	580
510	514
535	114
50	135
377	589
331	2
372	9
13	387
88	512
162	566
58	123
490	68
472	55
566	438
408	21
137	49
38	154
133	549
40	449
294	1
439	35
348	596
148	42
234	592
549	133
454	43
451	41
285	1
321	599
308	1
83	93
421	574
568	166
156	563
30	430
125	543
137	49
501	522
135	550
161	35
211	586
462	48
300	0
126	544
137	551
300	600
515	509
340	3
415	23
90	514
438	34
253	596
107	71
40	151
377	11
149	559
471	546
254	596
416	24
393	15
547	130
319	1
420	574
234	8
333	2
305	1
237	7
417	576
442	564
81	505
254	4
226	590
188	22
177	573
549	133
475	57
347	4
204	584
250	595
555	458
22	188
510	86
525	102
93	83
89	513
110	532
329	2
476	542
526	497
68	490
454	43
511	87
326	598
469	547
304	1
444	37
166	32
44	456
210	14
222	589
461	553
569	168
200	582
416	24
178	574
491	69
462	48
160	35
552	138
247	595
140	47
175	28
482	538
224	590
514	90
334	2
289	599
566	162
533	112
368	8
163	34
162	566
546	129
301	1
299	599
445	562
272	2
554	141
486	65
238	7
56	474
347	4
65	114
466	51
302	599
466	549
6	241
348	4
574	178
63	483
325	598
452	558
193	580
544	474
77	100
425	28
424	573
359	594
258	3
401	582
21	190
201	17
94	518
53	130
15	207
491	531
514	510
64	485
131	53
581	405
443	37
454	557
381	12
256	596
543	475
295	599
439	35
569	432
71	107
475	57
527	496
125	57
261	3
276	599
507	83
213	13
125	543
289	599
245	594
129	546
405	19
383	588
440	565
38	154
598	266
408	21
162	566
282	599
154	562
133	549
3	258
404	19
254	4
5	354
114	65
503	520
31	168
390	14
452	42
21	190
502	521
56	474
446	562
197	19
14	390
527	496
24	183
87	511
298	599
287	599
553	461
108	70
297	1
336	3
543	475
136	551
196	19
201	17
54	471
498	75
508	516
438	566
565	440
520	503
334	2
491	531
543	475
437	566
8	232
128	545
397	17
205	584
443	37
125	543
198	18
429	570
504	519
205	16
176	27
197	19
277	1
572	426
422	26
439	565
87	89
99	78
290	1
143	45
127	55
88	88
185	577
322	1
359	6
384	12
428	571
513	511
388	14
127	55
203	583
325	2
555	458
60	120
385	587
274	598
29	172
368	592
93	83
222	11
93	83
45	458
324	599
368	8
286	599
120	60
42	147
451	559
359	6
584	396
496	73
274	598
200	582
143	45
276	599
587	387
292	1
102	525
190	579
398	17
231	591
354	5
294	1
77	500
112	533
259	597
209	15
59	478
101	76
545	127
315	1
559	451
267	2
591	228
164	567
128	545
380	589
586	210
117	63
119	539
560	449
465	550
265	597
90	514
591	228
356	594
78	99
269	598
307	1
518	94
443	563
408	21
153	39
236	593
242	6
238	593
366	592
477	58
413	577
313	1
155	562
265	597
154	562
585	393
26	422
205	584
40	151
332	598
208	585
331	598
320	1
140	553
475	57
404	581
167	32
590	376
268	598
287	1
96	519
263	3
36	158
576	183
261	597
463	49
255	4
60	480
285	1
47	461
45	142
569	432
540	480
564	158
30	430
328	2
103	74
195	581
403	581
221	589
383	12
213	587
314	599
499	76
595	246
362	593
552	138
313	1
232	592
167	568
126	544
305	599
354	5
98	79
550	465
245	594
418	25
482	538
252	4
299	599
567	436
401	18
519	95
520	97
527	496
524	101
231	591
382	588
325	2
103	74
78	99
175	572
401	582
130	53
481	539
457	555
37	444
137	551
174	572
17	399
516	508
189	22
573	424
2	334
403	581
85	509
97	520
165	567
10	224
178	26
326	598
336	3
449	560
436	33
218	588
401	18
181	25
168	31
501	78
482	538
314	599
154	562
363	7
36	442
592	232
533	112
510	86
165	33
239	7
384	588
526	103
284	1
125	543
503	80
499	524
457	555
564	158
218	12
326	2
112	67
494	72
494	528
502	521
356	594
379	11
23	415
166	32
222	11
543	125
16	204
361	7
333	2
599	276
215	587
497	526
116	536
194	580
291	599
80	503
385	13
433	568
207	15
247	595
458	45
136	49
566	162
77	100
391	585
349	5
30	170
109	69
541	478
534	113
79	98
131	53
495	527
117	537
563	156
173	571
100	77
397	17
437	34
259	597
214	587
123	542
212	586
56	474
270	2
439	35
39	153
121	540
67	112
162	566
543	475
250	595
18	198
408	21
418	575
270	2
588	384
541	478
180	26
430	30
69	491
569	432
189	578
190	21
504	519
390	586
168	31
85	509
6	359
350	595
15	393
378	589
398	583
519	95
242	6
73	104
27	176
384	588
223	11
70	492
443	37
147	42
496	527
423	573
340	597
131	547
474	56
548	132
287	599
389	14
538	118
40	151
583	201
488	533
487	66
542	477
176	573
343	596
29	428
358	6
42	453
371	591
366	592
127	545
60	480
275	2
296	1
572	426
427	29
165	33
171	570
194	20
339	597
540	120
354	5
461	553
578	412
106	72
487	534
16	396
169	31
4	348
432	569
523	100
60	480
211	14
486	65
508	84
279	1
463	49
315	1
385	587
568	166
547	130
481	61
410	21
410	21
422	26
191	21
65	114
269	598
174	28
421	26
115	64
432	31
308	599
316	1
389	586
298	1
20	193
464	49
73	104
578	188
235	592
128	55
121	540
500	77
393	15
10	224
400	18
116	536
311	1
73	496
190	579
266	598
248	595
377	589
290	1
277	599
329	2
110	68
255	596
570	170
434	32
258	597
145	556
301	1
116	536
126	56
535	114
236	593
506	518
446	38
248	5
337	597
194	580
535	114
272	598
462	48
187	577
210	14
570	430
584	204
214	13
8	232
588	384
565	160
399	583
61	119
496	527
128	55
523	500
71	493
167	32
450	41
345	596
125	57
206	584
104	527
83	507
522	501
10	224
417	24
388	14
9	372
541	478
239	7
96	81
464	551
112	67
75	102
65	114
7	364
369	9
498	525
478	541
592	232
340	597
4	252
283	1
294	1
403	581
17	399
5	354
431	569
320	599
252	4
141	554
180	574
519	95
98	79
90	86
494	72
215	587
65	486
257	4
304	1
431	31
91	515
22	188
561	447
299	1
554	141
562	154
280	599
21	410
531	109
5	354
424	27
398	17
133	549
26	422
348	596
516	92
177	573
